NaN,"Foreign direct investment, net (BoP, current US$)","Net capital account (BoP, current US$)","Net trade in goods and services (BoP, current US$)","Exports of goods and services (BoP, current US$)","Charges for the use of intellectual property, payments (BoP, current US$)","Net secondary income (BoP, current US$)","Grants, excluding technical cooperation (BoP, current US$)","Total reserves (includes gold, current US$)","External debt stocks, long-term (DOD, current US$)",Total debt service (% of GNI),"Debt service on external debt, total (TDS, current US$)","Net financial flows, bilateral (NFL, current US$)","Commercial banks and other lending (PPG + PNG) (NFL, current US$)",Adjusted net national income (current US$),"GNI, Atlas method (current US$)",Exports of goods and services (annual % growth),GDP growth (annual %),GNI growth (annual %),GDP (constant LCU),GNI (constant LCU),Gross national expenditure (constant LCU),Gross domestic income (constant LCU),"Industry (including construction), value added (constant LCU)","Manufacturing, value added (constant LCU)","Services, value added (constant LCU)",GDP (current LCU),GNI (current LCU),Exports of goods and services (current LCU),"Industry (including construction), value added (current LCU)","Services, value added (current LCU)",Gross savings (% of GDP),Gross savings (% of GNI),Exports of goods and services (% of GDP),Trade (% of GDP),Imports of goods and services (constant 2010 US$),Exports of goods and services (constant 2010 US$),GDP (current US$),GNI (current US$),Exports of goods and services (current US$),Imports of goods and services (current US$),"Services, value added (current US$)","Net ODA provided, total (% of GNI)",Net ODA received (% of central government expense),Net ODA received (% of GNI),Net official aid received (current US$),"GDP per capita, PPP (current international $)","GDP per capita, PPP (current international $)","GNI, PPP (current international $)","Households and NPISHs Final consumption expenditure, PPP (current international $)","Gross intake ratio in first grade of primary education, total (% of relevant age group)","Over-age students, primary (% of enrollment)","Persistence to grade 5, total (% of cohort)","Government expenditure on education, total (% of government expenditure)","Compulsory education, duration (years)","Adjusted net enrollment rate, primary (% of primary school age children)","Primary education, pupils",Aquaculture production (metric tons),Cereal production (metric tons),"Plant species (higher), threatened",Rural population,Urban population,Electricity production from coal sources (% of total),Access to electricity (% of population),GDP per unit of energy use (PPP $ per kg of oil equivalent),"Annual freshwater withdrawals, total (% of internal resources)",Arable land (hectares),Land area (sq. km),Urban land area (sq. km),Rural land area (sq. km),Total natural resources rents (% of GDP),"Depositors with commercial banks (per 1,000 adults)",Bank liquid reserves to bank assets ratio (%),"Claims on central government, etc. (% GDP)",Net domestic credit (current LCU),Net foreign assets (current LCU),"Listed domestic companies, total","Stocks traded, total value (current US$)",Consumer price index (2010 = 100),"Inflation, GDP deflator (annual %)",Deposit interest rate (%),Real interest rate (%),Broad money (% of GDP),"Domestic general government health expenditure per capita, PPP (current international $)",Current health expenditure (% of GDP),Current health expenditure per capita (current US$),"External health expenditure per capita, PPP (current international $)","Mortality rate, infant (per 1,000 live births)",Number of infant deaths,"Population, total","ICT service exports (BoP, current US$)","Patent applications, residents","Trademark applications, total",Rail lines (total route-km),Gini index (World Bank estimate),Multidimensional poverty headcount ratio (% of total population),Poverty headcount ratio at national poverty lines (% of population),Start-up procedures to register a business (number),Cost of business start-up procedures (% of GNI per capita),Profit tax (% of commercial profits),Merchandise exports to high-income economies (% of total merchandise exports),Fuel exports (% of merchandise exports),Ores and metals exports (% of merchandise exports),NaN,NaN,NaN,NaN,NaN,Merchandise imports (current US$),Food imports (% of merchandise imports),Fuel imports (% of merchandise imports),Ores and metals imports (% of merchandise imports),"Bound rate, simple mean, all products (%)","Share of tariff lines with international peaks, all products (%)","Binding coverage, all products (%)",Export value index (2000 = 100),"Armed forces personnel, total","Armed forces personnel, total",Military expenditure (% of GDP),"Central government debt, total (% of GDP)",Expense (% of GDP),Tax revenue (% of GDP),Taxes on goods and services (% of revenue),"Revenue, excluding grants (% of GDP)",Social contributions (current LCU),IDA resource allocation index (1=low to 6=high),"Employers, total (% of total employment) (modeled ILO estimate)","Labor force participation rate for ages 15-24, female (%) (national estimate)",Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),Number of people pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure
1970 [YR1970],NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,160,NaN,43580,27493,NaN,NaN,NaN,NaN,7000,750,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.43591578,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.7,80,71073,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1971 [YR1971],NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17808,NaN,170,NaN,43320,28248,NaN,NaN,NaN,NaN,7000,750,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.81551241,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.9,72,71568,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1972 [YR1972],NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17758,NaN,170,NaN,42849,28882,NaN,NaN,NaN,NaN,7000,750,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.21438802,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.4,64,71731,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1973 [YR1973],NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17533,NaN,180,NaN,42282,29456,NaN,NaN,NaN,NaN,7000,750,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.57122992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29,56,71738,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1974 [YR1974],NaN,NaN,NaN,NaN,NaN,NaN,1770000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17048,NaN,180,NaN,41743,30059,NaN,NaN,NaN,NaN,7000,750,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.89272525,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.9,50,71802,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1975 [YR1975],NaN,NaN,NaN,NaN,NaN,NaN,3250000,345257.8684,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.40736,NaN,NaN,NaN,98.52012,17675,NaN,190,NaN,41331,30763,NaN,NaN,NaN,NaN,7000,750,NaN,NaN,NaN,NaN,NaN,NaN,38867000,-4384000,NaN,NaN,20.25484862,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,44,72094,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1976 [YR1976],0,0,-5499736.265,13600182.31,0,4199381.376,1620000,1172592.593,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.81032,NaN,NaN,NaN,92.87918,17166,NaN,200,NaN,41061,31593,NaN,NaN,NaN,NaN,7000,750,NaN,NaN,NaN,NaN,NaN,NaN,44065000,-5007000,NaN,NaN,22.46313274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.3,39,72654,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84.81958067,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1977 [YR1977],0,0,-7200000,15000000,0,5700000,2840000,2230370.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,465165610.9,NaN,NaN,NaN,37933636,12860032,240345590,123856958,123856958,40500000,12765043,67677558,NaN,NaN,32.69901074,81.06125132,NaN,NaN,45872947.41,45872947.41,15000000,22185185.19,25065762.22,NaN,NaN,10.79067313,NaN,NaN,NaN,NaN,NaN,NaN,16.32897,NaN,NaN,NaN,92.51731,17570,NaN,200,NaN,40908,32532,NaN,NaN,NaN,NaN,7000,750,NaN,NaN,0.190569228,NaN,NaN,16.66196258,47495000,-3618000,NaN,NaN,24.59795143,NaN,NaN,NaN,36.45414899,NaN,NaN,NaN,NaN,21.7,35,73440,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84.62246007,0,0.002460676,NaN,NaN,NaN,NaN,NaN,22000000,35.07361203,6.650903876,1.358079717,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1978 [YR1978],0,0,-10300000,19000000,0,9200000,5470000,1925185.185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.5357458,NaN,514174277.2,NaN,NaN,NaN,43712792,17751834,265656825,154251582,153711582,52100000,15611806,83424080,NaN,NaN,33.77599071,85.05585375,NaN,NaN,57130215.56,56930215.56,19296296.3,29296296.3,30897807.41,NaN,NaN,12.48897455,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17402,NaN,200,NaN,40771,33513,NaN,NaN,NaN,NaN,7000,750,NaN,NaN,0.152935787,NaN,NaN,10.66958263,51724000,-5454000,NaN,NaN,26.49508788,12.66952716,NaN,NaN,34.97079207,NaN,NaN,NaN,NaN,20.3,32,74284,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82.77728818,0,0.473033373,NaN,NaN,NaN,NaN,NaN,28000000,34.72850575,5.824134723,0.327095316,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1979 [YR1979],0,0,-21000000,19300000,0,27400000,8210000,9835555.556,NaN,NaN,NaN,NaN,NaN,NaN,53585699.03,NaN,-18.35928549,NaN,419775553.7,NaN,NaN,NaN,38734958,14716977,242184717,148547949,148277949,33500000,15104326,87159112,NaN,NaN,22.55164088,95.79398501,NaN,NaN,55017758.89,54917758.89,12407407.41,40296296.3,32281152.59,NaN,NaN,16.47918701,NaN,NaN,NaN,NaN,NaN,NaN,18.29504,NaN,NaN,NaN,86.81742,16540,NaN,220,NaN,40524,34431,NaN,NaN,NaN,NaN,7000,750,NaN,NaN,0.180520043,NaN,NaN,11.99208748,58341000,19003097.11,NaN,NaN,NaN,17.9587702,NaN,NaN,52.24171759,NaN,NaN,NaN,NaN,19.1,30,74955,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,75.70729632,NaN,1.472990778,NaN,NaN,NaN,NaN,NaN,22000000,32.66886027,6.23376993,0.392169294,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1980 [YR1980],0,0,-39000000,15700000,0,24400000,13610000,5078148.148,NaN,NaN,NaN,NaN,NaN,71415123.96,72637477.62,NaN,13.38318227,NaN,475954881.2,NaN,NaN,NaN,50387339,18818884,289386135,196572564,197382564,35100000,26955412,113021307,NaN,NaN,17.85600151,92.9936489,NaN,NaN,72804653.33,73104653.33,13000000,54703703.7,41859743.33,NaN,NaN,24.08875469,NaN,NaN,NaN,NaN,NaN,NaN,16.85789,NaN,NaN,NaN,85.95189,15601,NaN,230,NaN,40098,35216,NaN,NaN,NaN,NaN,7000,750,NaN,NaN,0.153105969,NaN,NaN,12.25298155,76238000,-685951.5455,NaN,NaN,41.49931968,16.70987411,NaN,NaN,40.42934496,NaN,NaN,NaN,NaN,18,28,75314,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50.82118661,NaN,0,NaN,NaN,NaN,NaN,NaN,48000000,27.34497624,8.813763255,0.538626859,NaN,NaN,NaN,18.18067803,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1981 [YR1981],0,0,-28700000,23400000,0,15397592.59,8300000,3056990.48,14328422,0.735578611,607642.3,-46597.9,NaN,80682554.01,87254348.01,NaN,10.829331,NaN,527497610.7,NaN,NaN,NaN,52305952,22158612,295931263,221689956,223039956,61800000,29648224,121394716,NaN,NaN,27.87677038,91.34378645,NaN,NaN,82107391.11,82607391.11,22888888.89,52111111.11,44961005.93,NaN,NaN,17.86765086,NaN,NaN,NaN,NaN,NaN,NaN,16.77354,NaN,NaN,NaN,84.34806,14815,NaN,235,NaN,39317,35992,NaN,NaN,NaN,NaN,7000,750,NaN,NaN,0.120961388,NaN,NaN,9.387885845,90316000,-22607332.82,NaN,NaN,47.00490473,1.757962629,4.272964426,NaN,36.66697466,NaN,NaN,NaN,NaN,17.1,27,75309,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79.97033472,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50000000,31.0310165,8.587465829,0.368793868,NaN,NaN,NaN,35.7744744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42.22000122,NaN,NaN,NaN,NaN,NaN
1982 [YR1982],-200000,0,-18400000,31700000,0,10394555.56,6170000,4329400.531,20321009.3,1.022852878,917781.1,759954.2,NaN,87586221.51,90611635.13,NaN,4.127683495,NaN,549271042.5,NaN,NaN,NaN,54307022,25539914,304935507,241724457,242264457,80200000,32968962,131905141,NaN,NaN,33.1782729,89.15109488,NaN,NaN,89527576.67,89727576.67,29703703.7,50111111.11,48853755.93,NaN,NaN,18.6787617,NaN,NaN,NaN,NaN,NaN,NaN,17.6113,NaN,NaN,NaN,87.72838,14803,NaN,240,NaN,37859,37144,NaN,NaN,NaN,NaN,6000,750,NaN,NaN,0.235477935,NaN,NaN,9.133953707,94529000,-21681276.79,NaN,NaN,49.0705795,4.714872745,4.272964426,5.223726016,39.80896315,NaN,NaN,NaN,NaN,16.3,26,75003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,60.38308061,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47000000,NaN,NaN,NaN,NaN,NaN,NaN,45.6273154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1983 [YR1983],-200000,0,-13700000,36000000,0,12394111.11,2300000,1478782.391,27633669.8,2.137134224,2099109.2,124357.6,NaN,95807773.38,90883266.35,NaN,2.556318037,NaN,563312157.3,NaN,NaN,NaN,54920458,26038794,313725252,266396017,265196017,88800000,33090433,149494165,NaN,NaN,33.33383171,82.39612682,NaN,NaN,98665191.48,98220747.04,32888888.89,48407407.41,55368209.26,NaN,NaN,10.09969927,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,250,NaN,36305,38178,NaN,NaN,NaN,NaN,6000,750,NaN,NaN,0.072052806,NaN,NaN,7.977972133,109798000,-25282708.97,NaN,NaN,51.1060038,7.459474744,4.842693016,2.785645008,39.68114884,NaN,NaN,NaN,NaN,15.6,25,74483,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,65.22166,0,0.081691232,NaN,NaN,NaN,NaN,NaN,45000000,29.12338922,8.304528293,0.440184239,NaN,NaN,NaN,51.15086364,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1984 [YR1984],-2300000,0,-22800000,37400000,0,17598074.07,7210000,5249802.096,41032178.4,3.844078249,4108808.4,6133074.7,NaN,104292776.5,98417532.19,NaN,4.19664683,NaN,586952379.1,NaN,NaN,NaN,60007300,24375859,320208773,294724091,288594091,86400000,35390317,167692585,NaN,NaN,29.31555398,85.60548924,NaN,NaN,109157070.7,106886700.4,32000000,61444444.44,62108364.81,NaN,NaN,15.17494623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13283,0,230,NaN,34717,39134,NaN,NaN,NaN,NaN,6000,750,NaN,NaN,0.037708535,NaN,NaN,8.010203686,119438000,-17073938.55,NaN,NaN,52.23953203,6.177908566,4.700260869,4.741481059,41.59449592,NaN,NaN,NaN,NaN,15,24,73851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,75.23072903,NaN,NaN,NaN,NaN,NaN,NaN,NaN,58000000,NaN,NaN,NaN,NaN,NaN,NaN,47.85028415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1985 [YR1985],-3000000,0,-25200000,38600000,0,20798666.67,9420000,3270984.183,48608420.9,3.689272609,4324623,-229727,NaN,114048453.6,108608710.8,NaN,1.420933217,NaN,595292580.4,NaN,NaN,NaN,62598624,27563151,333278177,322628219,316498219,97270000,36377266,186125909,NaN,NaN,30.14925362,79.61175895,NaN,NaN,119491933,117221562.6,36025925.93,59103703.7,68935521.85,NaN,NaN,14.1526864,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,200,NaN,33153,40048,NaN,NaN,NaN,NaN,6000,750,NaN,NaN,0.02166903,NaN,NaN,10.01586287,134057000,-18968123.42,NaN,NaN,54.19328007,7.934208583,4.700260869,2.623264401,39.7358298,NaN,NaN,NaN,NaN,14.4,23,73201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,71.03066287,NaN,0.047134101,NaN,NaN,NaN,NaN,NaN,55000000,26.36110313,10.94453335,0.359805497,NaN,NaN,NaN,53.06215765,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1986 [YR1986],-5185185.185,13703703.7,-7155555.556,59211111.11,74074.07407,2540555.556,3870000,9593021.296,51834138.2,3.912662029,5194092,632149.9,292000,129437941.1,129716620.5,NaN,7.073356496,NaN,637399746.8,NaN,NaN,NaN,62161980,28741064,347307551,364937288,358427288,161370000,37252145,207113960,NaN,NaN,44.21855626,93.32014327,NaN,NaN,135161958.5,132750847.4,59766666.67,66366666.67,76708874.07,NaN,NaN,8.82856908,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12340,0,180,NaN,31608,40925,NaN,NaN,NaN,NaN,6000,750,NaN,NaN,0.018934998,NaN,NaN,11.80778216,134547000,-6077407.53,NaN,NaN,55.69672829,5.641478955,4.700260869,5.061915281,40.35405667,NaN,NaN,NaN,NaN,14,22,72533,NaN,NaN,77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,76.95174873,0,0.01779415,NaN,NaN,NaN,NaN,NaN,56000000,27.78778125,7.511322357,0.490986087,NaN,NaN,NaN,81.04159085,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987 [YR1987],-13518518.52,6481481.481,-11207407.41,66292592.59,74074.07407,6539888.889,4420000,18427249.36,63702557.9,5.475652822,8187432.1,1616476.1,-68000,145971662.7,155564680.9,NaN,6.307561115,NaN,677604125.4,NaN,NaN,NaN,67377419,30445573,367841199,410045637,403715637,181590000,42198128,231853822,NaN,NaN,44.28531451,95.31621964,NaN,NaN,151868754.4,149524310,67255555.56,77500000,85871785.93,NaN,NaN,10.62034669,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12772,0,180,NaN,30089,41753,NaN,NaN,NaN,NaN,6000,750,NaN,NaN,0.016246679,NaN,NaN,5.826912383,123843000,51525527.3,NaN,NaN,57.93828792,5.693870048,4.700260869,5.2634221,46.54238034,NaN,NaN,NaN,NaN,13.6,21,71842,NaN,NaN,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84.5271699,0,0.00037089,NaN,NaN,NaN,NaN,NaN,66000000,26.83912239,6.562658384,0.364467417,NaN,NaN,NaN,89.576253,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1988 [YR1988],-11925925.93,10259259.26,-20959259.26,77929629.63,100000,10290925.93,9540000,14063589.64,65181768.9,4.157730255,7049149.8,1648398.9,-68000,165612417.7,182438062.9,NaN,7.816623013,NaN,730569885.4,NaN,NaN,NaN,77310597,33535861,387636002,461986697,457766697,212110000,53367587,255716950,NaN,NaN,45.91257744,103.7064494,NaN,NaN,171106184.1,169543221.1,78559259.26,98888888.89,94709981.48,NaN,NaN,10.54598293,NaN,NaN,NaN,NaN,NaN,111.68831,NaN,NaN,NaN,NaN,NaN,12600,0,160,NaN,28627,42581,NaN,NaN,NaN,NaN,5000,750,NaN,NaN,0.014258064,NaN,NaN,-0.362997465,134551000,77328326.1,NaN,NaN,59.63274624,4.498859354,4.700260869,6.467176054,45.45390622,NaN,NaN,NaN,NaN,13.3,21,71208,NaN,NaN,76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,83.0222898,NaN,NaN,NaN,NaN,NaN,NaN,NaN,88000000,NaN,NaN,NaN,NaN,NaN,NaN,101.1998544,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1989 [YR1989],-17196296.3,11892592.59,-49007407.41,71251851.85,100000,7485259.259,7780000,11683674.14,72179124.5,3.941452042,7139875.5,2258417.1,-63000,176440737.4,184086103.6,NaN,-0.191136506,NaN,729173499.6,NaN,NaN,NaN,82121394,35559098,404459794,499870556,489100556,195220000,61975714,288342539,NaN,NaN,39.05411064,104.0109272,NaN,NaN,185137243,181148354.1,72303703.7,120259259.3,106793533,NaN,NaN,13.17152493,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,160,NaN,27264,43459,NaN,NaN,NaN,NaN,5000,750,NaN,NaN,0.013318043,NaN,NaN,1.318541355,190477000,51381238.88,NaN,NaN,63.34102139,8.40741174,4.023708168,2.628577491,45.81786169,NaN,NaN,NaN,NaN,13.1,20,70723,NaN,NaN,62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,77.11165147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,107000000,NaN,NaN,NaN,NaN,NaN,NaN,84.17158907,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42.27000046,NaN,NaN,NaN,NaN,NaN
1990 [YR1990],-12888888.89,10814814.81,-44500000,89448148.15,100000,5864962.963,3480000,14462984.59,83048532.8,3.155034988,6200783.9,2545609.8,-74000,191050654.5,197899937.4,NaN,5.418651871,NaN,768684873.1,NaN,NaN,NaN,89006011,36626148,425307128,543857571,530647571,244940000,67897095,313760275,NaN,NaN,45.03752693,111.5365552,NaN,NaN,201428730,196536137.4,90718518.52,133948148.1,116207509.3,NaN,NaN,9.993072851,NaN,4299.051516,4299.051516,295203341.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12690,0,150,NaN,25999,44420,NaN,NaN,14.29910798,NaN,5000,750,251.302948,503.7093811,0.04249052,NaN,NaN,6.695503003,267550000,31118332.04,NaN,NaN,65.36218475,3.207240086,4.272964426,7.79959281,50.03865249,NaN,NaN,NaN,NaN,12.9,20,70419,NaN,NaN,69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79.39134237,NaN,NaN,NaN,NaN,NaN,NaN,NaN,118000000,NaN,NaN,NaN,NaN,NaN,NaN,102.7074643,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
